filename,base_word_lengths,pause_lengths,neutral_relative_word_lengths,pause_lenghts
1007_WSI_NEU_XX,"[0.39, 0.55, 0.21, 0.19, 0.48, 0.25, 0.75]","[-2.220446049250313e-16, 0.08000000000000007, 0.0, 0.010000000000000231, 0.06000000000000005, 0.05999999999999961]",NA,
1025_ITH_NEU_XX,"[0.13, 0.3, 0.09, 0.2, 0.06, 0.53, 0.34]","[0.0, 0.0, 0.010000000000000009, 0.0, 0.0, 0.0]",NA,
1024_DFA_NEU_XX,"[0.3, 0.26, 0.06, 0.41]","[0.0, 0.0, 0.0]",NA,
1018_TSI_NEU_XX,"[0.25, 0.46, 0.13, 0.25]","[0.0, 0.0, 0.0]",NA,
1062_MTI_NEU_XX,"[0.38, 0.52, 0.16, 0.14, 0.15, 0.5]","[0.0, 0.0, 0.0, 2.220446049250313e-16, 0.0]",NA,
1030_ITH_NEU_XX,"[0.13, 0.34, 0.06, 0.27, 0.08, 0.48, 0.65]","[0.0, 0.0, 0.0, 0.030000000000000027, -2.220446049250313e-16, 2.220446049250313e-16]",NA,
1006_ITS_NEU_XX,"[0.14, 0.31, 0.15, 0.29, 0.2, 0.55]","[0.0, 0.0, 2.220446049250313e-16, -2.220446049250313e-16, 0.030000000000000027]",NA,
1055_TAI_NEU_XX,"[0.22, 0.43, 0.16, 0.5, 0.36]","[0.0, 0.0, 0.0, 0.009999999999999787]",NA,
1060_MTI_NEU_XX,"[0.34, 0.55, 0.19, 0.16, 0.15, 0.32]","[-5.551115123125783e-17, 0.0, 0.0, 2.220446049250313e-16, 0.0]",NA,
1078_ITH_NEU_XX,"[0.11, 0.3, 0.08, 0.18, 0.05, 0.45, 0.3]","[0.0, 1.1102230246251565e-16, 0.010000000000000009, 1.1102230246251565e-16, -1.1102230246251565e-16, 0.0]",NA,
1038_ITH_NEU_XX,"[0.16, 0.3, 0.06, 0.23, 0.06, 0.43, 0.63]","[0.0, 1.1102230246251565e-16, 0.010000000000000009, 0.0, 0.0, 0.0]",NA,
1005_TSI_NEU_XX,"[0.26, 0.62, 0.3, 0.64]","[0.0, 0.010000000000000009, 0.0]",NA,
1036_IWW_NEU_XX,"[0.1, 0.35, 0.21, 0.2, 0.18, 0.25]","[0.0, 0.0, 0.0, 0.0, 2.220446049250313e-16]",NA,
1074_MTI_NEU_XX,"[0.37, 0.56, 0.15, 0.11, 0.13, 0.51]","[0.0, 0.0, 0.0, 0.0, 0.0]",NA,
1084_MTI_NEU_XX,"[0.37, 0.48, 0.15, 0.21, 0.15, 0.62]","[0.0, 0.0, 0.0, 2.220446049250313e-16, 0.0]",NA,
1088_IOM_NEU_XX,"[0.21, 0.14, 0.12, 0.19, 0.13, 0.09, 0.41]","[0.0, 0.0, 0.0, 0.0, 2.220446049250313e-16, -2.220446049250313e-16]",NA,
1006_IEO_NEU_XX,"[0.22, 0.36, 0.45]","[0.0, 0.0]",NA,
1023_TSI_NEU_XX,"[0.17, 0.49, 0.27, 0.63]","[0.0, 0.040000000000000036, 0.0]",NA,
1066_TSI_NEU_XX,"[0.16, 0.46, 0.18, 0.52]","[0.0, 0.030000000000000027, 0.0]",NA,
1064_WSI_NEU_XX,"[0.21, 0.41, 0.14, 0.07, 0.29, 0.17, 0.31]","[0.0, 0.0, -2.220446049250313e-16, 0.0, 0.0, 0.0]",NA,
1065_IWW_NEU_XX,"[0.13, 0.3, 0.21, 0.2, 0.14, 0.3]","[0.0, 0.0, 0.0, 0.010000000000000009, 0.0]",NA,
1033_TIE_NEU_XX,"[0.17, 0.13, 0.46, 0.11, 0.51]","[0.0, 0.020000000000000018, 0.0, 0.0]",NA,
1031_IOM_NEU_XX,"[0.19, 0.13, 0.13, 0.17, 0.08, 0.1, 0.34]","[0.0, 0.0, 0.0, 2.220446049250313e-16, -2.220446049250313e-16, 0.0]",NA,
1060_TIE_NEU_XX,"[0.07, 0.09, 0.46, 0.08, 0.15]","[0.0, 0.0, 0.0, 0.0]",NA,
1030_TIE_NEU_XX,"[0.32, 0.11, 0.51, 0.12, 0.59]","[0.0, 0.0, 0.0, 0.0]",NA,
1051_IWL_NEU_XX,"[0.08, 0.18, 0.18, 0.06, 0.18, 0.34, 0.35]","[0.0, 0.0, 0.0, 0.009999999999999898, 0.0, -2.220446049250313e-16]",NA,
1001_ITH_NEU_XX,"[0.12, 0.26, 0.06, 0.19, 0.05, 0.41, 0.48]","[0.0, 0.0, 0.010000000000000009, 0.0, 0.0, 2.220446049250313e-16]",NA,
1042_MTI_NEU_XX,"[0.35, 0.63, 0.23, 0.17, 0.18, 0.49]","[0.0, -2.220446049250313e-16, 0.0, 2.220446049250313e-16, 0.0]",NA,
1002_MTI_NEU_XX,"[0.3, 0.42, 0.11, 0.1, 0.13, 0.45]","[0.0, 2.220446049250313e-16, -2.220446049250313e-16, 0.0, -2.220446049250313e-16]",NA,
1058_IOM_NEU_XX,"[0.25, 0.27, 0.18, 0.24, 0.18, 0.11, 0.5]","[0.020000000000000018, 0.0, 2.220446049250313e-16, 0.0, 0.0, -2.220446049250313e-16]",NA,
1022_DFA_NEU_XX,"[0.39, 0.37, 0.09, 0.47]","[0.020000000000000018, 0.05999999999999983, 0.0]",NA,
1049_MTI_NEU_XX,"[0.31, 0.66, 0.16, 0.21, 0.14, 0.43]","[0.0, 0.050000000000000044, 2.220446049250313e-16, 0.0, 0.0]",NA,
1073_WSI_NEU_XX,"[0.14, 0.32, 0.09, 0.05, 0.24, 0.13, 0.51]","[-5.551115123125783e-17, 0.0, 0.0, 0.0, 0.0, 2.220446049250313e-16]",NA,
1032_TAI_NEU_XX,"[0.26, 0.62, 0.24, 0.52, 0.33]","[-5.551115123125783e-17, 0.0, 0.010000000000000009, 0.09999999999999987]",NA,
1089_ITS_NEU_XX,"[0.11, 0.26, 0.14, 0.27, 0.2, 0.29]","[0.0, 0.0, 2.220446049250313e-16, -2.220446049250313e-16, 2.220446049250313e-16]",NA,
1008_TIE_NEU_XX,"[0.39, 0.22, 0.6, 0.19, 0.5]","[0.010000000000000009, 0.0, 0.0, 0.010000000000000231]",NA,
1039_WSI_NEU_XX,"[0.21, 0.32, 0.12, 0.04, 0.27, 0.11, 0.49]","[0.0, -1.1102230246251565e-16, 0.0, 0.0, 0.0, -2.220446049250313e-16]",NA,
1089_IOM_NEU_XX,"[0.22, 0.2, 0.19, 0.23, 0.11, 0.09, 0.46]","[0.0, 1.1102230246251565e-16, 0.0, 0.0, -2.220446049250313e-16, 0.0]",NA,
1048_IWW_NEU_XX,"[0.1, 0.23, 0.15, 0.16, 0.15, 0.27]","[-2.220446049250313e-16, 0.0, 2.220446049250313e-16, 0.0, 2.220446049250313e-16]",NA,
1042_WSI_NEU_XX,"[0.25, 0.44, 0.12, 0.06, 0.39, 0.11, 0.54]","[0.0, 0.0, 0.0, -2.220446049250313e-16, 2.220446049250313e-16, -2.220446049250313e-16]",NA,
1089_IWW_NEU_XX,"[0.12, 0.27, 0.14, 0.15, 0.13, 0.33]","[0.0, 0.0, -2.220446049250313e-16, 0.0, 0.0]",NA,
1014_TAI_NEU_XX,"[0.44, 0.55, 0.16, 0.5, 0.42]","[0.0, 0.0, 0.0, 0.0]",NA,
1053_TIE_NEU_XX,"[0.28, 0.1, 0.49, 0.13, 0.5]","[0.0, 1.1102230246251565e-16, 0.0, -2.220446049250313e-16]",NA,
1028_IEO_NEU_XX,"[0.18, 0.33, 0.46]","[-1.1102230246251565e-16, 1.1102230246251565e-16]",NA,
1090_IEO_NEU_XX,"[0.16, 0.33, 0.41]","[-5.551115123125783e-17, 0.0]",NA,
1004_MTI_NEU_XX,"[0.4, 0.69, 0.21, 0.16, 0.18, 0.72]","[0.0, 0.030000000000000027, 0.0, 0.0, 0.0]",NA,
1084_IOM_NEU_XX,"[0.24, 0.15, 0.14, 0.22, 0.12, 0.11, 0.44]","[5.551115123125783e-17, 0.0, 0.0, 0.0, 0.0, -2.220446049250313e-16]",NA,
1086_TSI_NEU_XX,"[0.25, 0.5, 0.24, 0.54]","[0.0, 0.020000000000000018, 0.0]",NA,
1035_ITH_NEU_XX,"[0.08, 0.2, 0.06, 0.15, 0.05, 0.4, 0.5]","[0.0, 0.0, 0.009999999999999953, 1.1102230246251565e-16, -1.1102230246251565e-16, 0.0]",NA,
1036_WSI_NEU_XX,"[0.23, 0.37, 0.1, 0.06, 0.3, 0.13, 0.5]","[0.0, 0.0, 0.0, 0.0, -2.220446049250313e-16, 2.220446049250313e-16]",NA,
1023_IWL_NEU_XX,"[0.21, 0.18, 0.23, 0.08, 0.25, 0.39, 0.41]","[1.1102230246251565e-16, 0.0, 0.020000000000000018, 0.0, 0.0, 0.0]",NA,
1056_DFA_NEU_XX,"[0.26, 0.33, 0.07, 0.55]","[0.010000000000000009, 0.029999999999999916, 1.1102230246251565e-16]",NA,
1050_TAI_NEU_XX,"[0.22, 0.38, 0.14, 0.39, 0.24]","[0.0, 0.0, 0.0, 0.0]",NA,
1051_ITS_NEU_XX,"[0.12, 0.32, 0.12, 0.29, 0.22, 0.56]","[-1.1102230246251565e-16, 1.1102230246251565e-16, 0.0, 0.0, 0.0]",NA,
1028_ITH_NEU_XX,"[0.23, 0.29, 0.11, 0.25, 0.12, 0.47, 0.67]","[0.010000000000000009, 0.0, -2.220446049250313e-16, 0.020000000000000018, 0.0, -4.440892098500626e-16]",NA,
1052_TIE_NEU_XX,"[0.26, 0.14, 0.63, 0.21, 0.27]","[0.0, -2.220446049250313e-16, 0.04999999999999982, 0.0]",NA,
1051_IWW_NEU_XX,"[0.12, 0.28, 0.16, 0.16, 0.14, 0.45]","[0.0, 0.0, 0.0, 0.0, 0.0]",NA,
1024_WSI_NEU_XX,"[0.22, 0.35, 0.1, 0.07, 0.25, 0.1, 0.46]","[0.0, 0.0, 0.0, 0.0, 0.0, -2.220446049250313e-16]",NA,
1011_IWL_NEU_XX,"[0.13, 0.16, 0.22, 0.06, 0.21, 0.32, 0.4]","[-1.1102230246251565e-16, 0.0, 0.0, 0.0, 0.0, 0.0]",NA,
1079_TIE_NEU_XX,"[0.34, 0.12, 0.59, 0.12, 0.49]","[0.0, 0.0, 0.0, 0.009999999999999787]",NA,
1065_IWL_NEU_XX,"[0.12, 0.16, 0.19, 0.03, 0.23, 0.32, 0.33]","[0.0, 0.0, 0.0, 0.0, 0.040000000000000036, 0.0]",NA,
1002_DFA_NEU_XX,"[0.23, 0.29, 0.07, 0.56]","[0.020000000000000018, 0.0, 0.0]",NA,
1041_IOM_NEU_XX,"[0.17, 0.15, 0.14, 0.16, 0.07, 0.09, 0.48]","[0.0, 0.0, 0.0, 0.0, 0.0, -2.220446049250313e-16]",NA,
1091_IWL_NEU_XX,"[0.11, 0.16, 0.19, 0.04, 0.16, 0.32, 0.39]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",NA,
1054_IOM_NEU_XX,"[0.18, 0.13, 0.13, 0.16, 0.12, 0.08, 0.34]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",NA,
1065_MTI_NEU_XX,"[0.39, 0.45, 0.12, 0.18, 0.12, 0.4]","[0.0, 0.04999999999999982, 0.0, 0.0, 2.220446049250313e-16]",NA,
1087_WSI_NEU_XX,"[0.28, 0.35, 0.12, 0.05, 0.34, 0.13, 0.54]","[-1.1102230246251565e-16, 0.0, 2.220446049250313e-16, 0.0, -2.220446049250313e-16, 2.220446049250313e-16]",NA,
1074_ITH_NEU_XX,"[0.11, 0.31, 0.1, 0.24, 0.06, 0.51, 0.46]","[0.0, 0.0, 0.010000000000000009, 2.220446049250313e-16, -2.220446049250313e-16, 0.0]",NA,
1073_ITS_NEU_XX,"[0.1, 0.25, 0.11, 0.25, 0.17, 0.47]","[0.0, 0.0, 0.0, 0.0, 0.0]",NA,
1035_IOM_NEU_XX,"[0.23, 0.16, 0.18, 0.25, 0.14, 0.1, 0.37]","[-1.1102230246251565e-16, 0.0, 0.0, 0.0, 0.0, 0.0]",NA,
1046_TAI_NEU_XX,"[0.18, 0.37, 0.14, 0.33, 0.27]","[0.0, 0.0, 0.0, -2.220446049250313e-16]",NA,
1085_ITH_NEU_XX,"[0.09, 0.21, 0.01, 0.18, 0.05, 0.43, 0.32]","[-2.220446049250313e-16, 0.0, 0.010000000000000009, 2.220446049250313e-16, -2.220446049250313e-16, 0.0]",NA,
1020_DFA_NEU_XX,"[0.36, 0.3, 0.06, 0.57]","[0.0, -1.1102230246251565e-16, 1.1102230246251565e-16]",NA,
1067_MTI_NEU_XX,"[0.32, 0.5, 0.14, 0.13, 0.14, 0.53]","[-1.1102230246251565e-16, 0.0, -2.220446049250313e-16, 0.0, -2.220446049250313e-16]",NA,
1004_ITS_NEU_XX,NA,NA,NA,
1088_ITS_NEU_XX,"[0.14, 0.25, 0.13, 0.2, 0.17, 0.39]","[0.0, 0.0, -2.220446049250313e-16, 0.0, 2.220446049250313e-16]",NA,
1029_TAI_NEU_XX,"[0.27, 0.39, 0.14, 0.26, 0.31]","[0.0, 0.0, 0.0, 0.0]",NA,
1044_IOM_NEU_XX,"[0.24, 0.23, 0.19, 0.28, 0.18, 0.11, 0.52]","[0.020000000000000018, -2.220446049250313e-16, 2.220446049250313e-16, -2.220446049250313e-16, 2.220446049250313e-16, -2.220446049250313e-16]",NA,
1007_IEO_NEU_XX,"[0.2, 0.39, 0.41]","[0.0, -1.1102230246251565e-16]",NA,
1013_WSI_NEU_XX,"[0.22, 0.39, 0.13, 0.07, 0.38, 0.14, 0.63]","[-5.551115123125783e-17, 0.029999999999999916, 0.0, 0.0, 0.0, 0.0]",NA,
1066_IOM_NEU_XX,"[0.17, 0.07, 0.14, 0.15, 0.09, 0.09, 0.31]","[-1.1102230246251565e-16, 0.029999999999999916, 0.0, 2.220446049250313e-16, -2.220446049250313e-16, 0.0]",NA,
1010_DFA_NEU_XX,"[0.33, 0.49, 0.07, 0.65]","[0.020000000000000018, 0.06000000000000005, -2.220446049250313e-16]",NA,
1058_IWL_NEU_XX,"[0.15, 0.2, 0.31, 0.08, 0.24, 0.45, 0.53]","[0.0, 0.0, 0.040000000000000036, -2.220446049250313e-16, 0.030000000000000027, 0.0]",NA,
1061_TIE_NEU_XX,"[0.18, 0.09, 0.46, 0.12, 0.24]","[1.1102230246251565e-16, 0.0, 0.0, 0.010000000000000231]",NA,
1086_MTI_NEU_XX,"[0.34, 0.49, 0.14, 0.15, 0.11, 0.38]","[0.0, 0.0, 2.220446049250313e-16, 0.0, 0.0]",NA,
1023_IEO_NEU_XX,"[0.17, 0.3, 0.43]","[0.0, -1.1102230246251565e-16]",NA,
1073_IOM_NEU_XX,"[0.15, 0.14, 0.13, 0.2, 0.12, 0.09, 0.39]","[0.0, 0.0, 0.0, 0.0, 0.0, -2.220446049250313e-16]",NA,
1005_IWW_NEU_XX,"[0.11, 0.37, 0.17, 0.2, 0.15, 0.53]","[0.0, 0.0, 0.0, 0.009999999999999787, 2.220446049250313e-16]",NA,
1034_TSI_NEU_XX,"[0.17, 0.45, 0.14, 0.48]","[0.0, 0.020000000000000018, -1.1102230246251565e-16]",NA,
1007_DFA_NEU_XX,"[0.45, 0.43, 0.13, 0.56]","[0.06000000000000005, 0.04999999999999982, 2.220446049250313e-16]",NA,
1076_DFA_NEU_XX,"[0.63, 0.47, 0.1, 0.39]","[0.040000000000000036, 0.06999999999999984, 0.0]",NA,
1051_ITH_NEU_XX,"[0.11, 0.29, 0.06, 0.16, 0.06, 0.42, 0.34]","[0.0, 0.0, 0.010000000000000009, -1.1102230246251565e-16, 0.0, 0.0]",NA,
1074_DFA_NEU_XX,"[0.29, 0.34, 0.07, 0.56]","[0.039999999999999925, 0.0, 0.0]",NA,
1081_ITS_NEU_XX,"[0.14, 0.22, 0.12, 0.23, 0.19, 0.46]","[0.019999999999999907, 1.1102230246251565e-16, 0.0, 0.0, 0.0]",NA,
1018_TIE_NEU_XX,"[0.31, 0.13, 0.5, 0.12, 0.48]","[-1.1102230246251565e-16, 0.0, 0.0, 0.010000000000000009]",NA,
1068_IWW_NEU_XX,"[0.15, 0.33, 0.18, 0.18, 0.13, 0.37]","[0.0, 0.0, 0.0, 0.010000000000000009, 2.220446049250313e-16]",NA,
1085_IOM_NEU_XX,"[0.14, 0.12, 0.08, 0.13, 0.1, 0.1, 0.2]","[0.0, 0.0, 0.0, 0.0, 0.010000000000000009, 1.1102230246251565e-16]",NA,
1037_ITH_NEU_XX,"[0.11, 0.29, 0.09, 0.19, 0.05, 0.47, 0.54]","[0.0, 0.0, 0.010000000000000009, 0.0, 0.0, 0.0]",NA,
1082_TSI_NEU_XX,"[0.15, 0.46, 0.18, 0.5]","[0.0, 0.020000000000000018, 0.0]",NA,
1012_MTI_NEU_XX,"[0.44, 0.58, 0.21, 0.19, 0.15, 0.42]","[0.0, 2.220446049250313e-16, 0.0, 0.0, 0.0]",NA,
1025_TIE_NEU_XX,"[0.31, 0.14, 0.66, 0.18, 0.29]","[1.1102230246251565e-16, 0.0, 0.0, 0.010000000000000009]",NA,
1075_TIE_NEU_XX,"[0.4, 0.14, 0.54, 0.13, 0.42]","[0.039999999999999925, 0.0, 0.0, -2.220446049250313e-16]",NA,
1026_IOM_NEU_XX,"[0.21, 0.18, 0.17, 0.22, 0.15, 0.11, 0.5]","[0.0, 0.0, 2.220446049250313e-16, 0.0, 0.0, 0.0]",NA,
1047_DFA_NEU_XX,"[0.38, 0.37, 0.08, 0.47]","[0.010000000000000009, 0.010000000000000009, 0.0]",NA,
1070_IEO_NEU_XX,"[0.16, 0.32, 0.43]","[0.0, 0.0]",NA,
1070_WSI_NEU_XX,"[0.37, 0.37, 0.14, 0.06, 0.36, 0.12, 0.51]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",NA,
1055_TIE_NEU_XX,"[0.33, 0.15, 0.54, 0.15, 0.25]","[0.0, 0.0, -2.220446049250313e-16, 2.220446049250313e-16]",NA,
1042_TAI_NEU_XX,"[0.19, 0.41, 0.13, 0.46, 0.25]","[0.0, 1.1102230246251565e-16, 0.0, 0.030000000000000027]",NA,
1050_WSI_NEU_XX,"[0.22, 0.31, 0.1, 0.07, 0.28, 0.12, 0.55]","[0.0, 0.0, 0.0, 0.0, 0.0, 2.220446049250313e-16]",NA,
1027_IWL_NEU_XX,"[0.11, 0.15, 0.16, 0.04, 0.15, 0.36, 0.35]","[1.1102230246251565e-16, -1.1102230246251565e-16, 2.220446049250313e-16, -2.220446049250313e-16, 2.220446049250313e-16, 0.0]",NA,
1049_DFA_NEU_XX,"[0.32, 0.43, 0.11, 0.7]","[0.040000000000000036, 0.18000000000000016, -2.220446049250313e-16]",NA,
1019_IEO_NEU_XX,"[0.19, 0.39, 0.52]","[0.0, 0.0]",NA,
1007_ITH_NEU_XX,"[0.18, 0.45, 0.19, 0.35, 0.17, 0.57, 0.56]","[0.0, 0.08000000000000007, 0.0, 0.040000000000000036, 0.0, 0.08000000000000007]",NA,
1044_IEO_NEU_XX,"[0.17, 0.37, 0.52]","[-5.551115123125783e-17, -1.1102230246251565e-16]",NA,
1079_ITS_NEU_XX,"[0.15, 0.32, 0.2, 0.28, 0.22, 0.45]","[0.010000000000000009, 0.020000000000000018, 0.0, 0.0, 0.0]",NA,
1072_TSI_NEU_XX,"[0.15, 0.56, 0.43, 0.37]","[0.0, 0.04999999999999982, 0.010000000000000009]",NA,
1091_IOM_NEU_XX,"[0.16, 0.14, 0.08, 0.16, 0.02, 0.11, 0.44]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",NA,
1091_TSI_NEU_XX,"[0.16, 0.43, 0.13, 0.49]","[0.0, 0.030000000000000027, -2.220446049250313e-16]",NA,
1005_TAI_NEU_XX,"[0.29, 0.44, 0.16, 0.48, 0.32]","[1.1102230246251565e-16, 0.0, 0.0, 0.0]",NA,
1076_WSI_NEU_XX,"[0.3, 0.46, 0.16, 0.06, 0.37, 0.13, 0.35]","[0.0, 0.010000000000000009, 0.0, 0.0, 0.0, 4.440892098500626e-16]",NA,
1082_TAI_NEU_XX,"[0.17, 0.49, 0.12, 0.47, 0.31]","[0.0, 0.009999999999999898, 0.030000000000000027, 0.0]",NA,
1017_ITH_NEU_XX,"[0.1, 0.27, 0.07, 0.19, 0.05, 0.39, 0.48]","[0.0, -1.1102230246251565e-16, 0.01000000000000012, -1.1102230246251565e-16, 0.0, 0.0]",NA,
1041_TIE_NEU_XX,"[0.27, 0.11, 0.55, 0.11, 0.38]","[0.0, 0.0, 0.0, 0.009999999999999787]",NA,
1018_IEO_NEU_XX,"[0.2, 0.37, 0.43]","[0.0, 0.0]",NA,
1051_IOM_NEU_XX,"[0.18, 0.13, 0.14, 0.23, 0.14, 0.02, 0.05]","[0.0, 0.0, 0.0, -2.220446049250313e-16, 0.1499999999999999, 0.0]",NA,
1044_IWL_NEU_XX,"[0.13, 0.18, 0.25, 0.09, 0.26, 0.38, 0.43]","[0.0, 0.0, 0.030000000000000027, 0.0, 0.0, -2.220446049250313e-16]",NA,
1015_IWL_NEU_XX,"[0.14, 0.2, 0.2, 0.1, 0.19, 0.34, 0.18]","[-5.551115123125783e-17, 0.0, 0.040000000000000036, 0.0, 0.0, 0.0]",NA,
1014_WSI_NEU_XX,"[0.23, 0.37, 0.1, 0.05, 0.32, 0.14, 0.62]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",NA,
1062_WSI_NEU_XX,"[0.24, 0.44, 0.14, 0.06, 0.32, 0.15, 0.57]","[0.0, 0.0, 0.0, -2.220446049250313e-16, 0.0, 0.0]",NA,
1062_TSI_NEU_XX,"[0.19, 0.52, 0.17, 0.56]","[0.0, 0.0, 0.0]",NA,
1025_IWW_NEU_XX,"[0.13, 0.34, 0.21, 0.18, 0.16, 0.55]","[-2.220446049250313e-16, 0.0, 0.0, 0.0, -4.440892098500626e-16]",NA,
1021_TSI_NEU_XX,"[0.25, 0.41, 0.14, 0.5]","[0.0, 0.0, 0.0]",NA,
1033_MTI_NEU_XX,"[0.36, 0.47, 0.16, 0.19, 0.12, 0.28]","[1.1102230246251565e-16, 0.0, 2.220446049250313e-16, 0.0, 0.0]",NA,
1051_TAI_NEU_XX,"[0.21, 0.45, 0.16, 0.45, 0.35]","[0.0, 0.0, 0.0, 0.010000000000000009]",NA,
1002_ITH_NEU_XX,"[0.01, 0.18, 0.06, 0.17, 0.06, 0.39, 0.56]","[0.049999999999999996, 0.0, 0.0, 0.0, 0.0, 0.0]",NA,
1010_ITH_NEU_XX,"[0.13, 0.29, 0.13, 0.28, 0.1, 0.52, 0.66]","[-1.1102230246251565e-16, 0.01000000000000012, 0.010000000000000009, 0.010000000000000009, -2.220446049250313e-16, 0.0]",NA,
1025_TSI_NEU_XX,"[0.15, 0.55, 0.21, 0.56]","[-1.1102230246251565e-16, 0.030000000000000027, 0.0]",NA,
1090_MTI_NEU_XX,"[0.35, 0.45, 0.15, 0.18, 0.13, 0.4]","[0.0, 0.040000000000000036, 0.0, 0.010000000000000009, -2.220446049250313e-16]",NA,
1074_ITS_NEU_XX,"[0.1, 0.3, 0.16, 0.3, 0.23, 0.52]","[0.0, 0.0, 2.220446049250313e-16, 0.0, 0.040000000000000036]",NA,
1039_TIE_NEU_XX,"[0.43, 0.1, 0.45, 0.12, 0.36]","[0.0, 0.0, 0.0, 0.0]",NA,
1084_IWW_NEU_XX,"[0.15, 0.3, 0.2, 0.2, 0.15, 0.51]","[0.0, 1.1102230246251565e-16, 0.0, 0.010000000000000009, 0.0]",NA,
1037_IWW_NEU_XX,"[0.13, 0.36, 0.21, 0.23, 0.15, 0.52]","[0.0, -2.220446049250313e-16, 2.220446049250313e-16, 0.020000000000000018, 0.0]",NA,
1048_TAI_NEU_XX,"[0.26, 0.44, 0.17, 0.44, 0.31]","[0.0, 0.0, 0.0, 0.010000000000000009]",NA,
1066_MTI_NEU_XX,"[0.3, 0.4, 0.12, 0.12, 0.11, 0.44]","[1.1102230246251565e-16, 0.0, -2.220446049250313e-16, 2.220446049250313e-16, -2.220446049250313e-16]",NA,
1074_TIE_NEU_XX,"[0.29, 0.14, 0.6, 0.13, 0.41]","[-2.220446049250313e-16, 0.0, 0.0, 0.009999999999999787]",NA,
1068_WSI_NEU_XX,"[0.21, 0.36, 0.14, 0.05, 0.3, 0.1, 0.52]","[5.551115123125783e-17, 0.019999999999999907, 0.0, 0.0, 0.0, -2.220446049250313e-16]",NA,
1029_TSI_NEU_XX,"[0.21, 0.58, 0.19, 0.58]","[0.0, 0.020000000000000018, 0.0]",NA,
1039_ITS_NEU_XX,"[0.11, 0.26, 0.11, 0.2, 0.19, 0.41]","[0.0, 0.0, 0.0, 0.0, 0.040000000000000036]",NA,
1064_IOM_NEU_XX,"[0.26, 0.25, 0.18, 0.22, 0.13, 0.13, 0.55]","[0.0, 0.0, 0.0, 0.0, 2.220446049250313e-16, -2.220446049250313e-16]",NA,
1003_IOM_NEU_XX,"[0.25, 0.21, 0.18, 0.26, 0.13, 0.13, 0.55]","[0.0, 0.0, 0.0, 0.0, 2.220446049250313e-16, -2.220446049250313e-16]",NA,
1032_TIE_NEU_XX,"[0.27, 0.14, 0.57, 0.15, 0.34]","[1.1102230246251565e-16, -1.1102230246251565e-16, 0.0, 0.010000000000000231]",NA,
1076_TIE_NEU_XX,"[0.33, 0.13, 0.54, 0.12, 0.47]","[0.0, 0.0, -2.220446049250313e-16, 0.010000000000000231]",NA,
1024_IWW_NEU_XX,"[0.09, 0.22, 0.13, 0.16, 0.13, 0.32]","[1.1102230246251565e-16, 0.0, 0.0, 0.0, -2.220446049250313e-16]",NA,
1008_IEO_NEU_XX,"[0.3, 0.39, 0.53]","[0.0, 0.0]",NA,
1031_ITS_NEU_XX,"[0.13, 0.29, 0.14, 0.23, 0.17, 0.46]","[0.0, 0.0, -2.220446049250313e-16, 2.220446049250313e-16, 0.0]",NA,
1052_IOM_NEU_XX,"[0.22, 0.24, 0.17, 0.27, 0.14, 0.1, 0.24]","[0.010000000000000009, 0.0, 0.0, 0.0, 0.0, 0.0]",NA,
1049_IWW_NEU_XX,"[0.09, 0.34, 0.18, 0.2, 0.15, 0.38]","[0.0, -1.1102230246251565e-16, 0.0, 0.010000000000000009, 0.0]",NA,
1040_IOM_NEU_XX,"[0.19, 0.14, 0.13, 0.15, 0.12, 0.12, 0.19]","[0.0, 0.0, 0.0, 0.0, 2.220446049250313e-16, 0.0]",NA,
1041_IWL_NEU_XX,"[0.1, 0.18, 0.19, 0.04, 0.17, 0.34, 0.45]","[1.1102230246251565e-16, -1.1102230246251565e-16, 0.0, 0.0, 0.0, 0.0]",NA,
1071_TAI_NEU_XX,"[0.25, 0.39, 0.13, 0.37, 0.34]","[1.1102230246251565e-16, 0.0, -2.220446049250313e-16, 0.010000000000000231]",NA,
1074_WSI_NEU_XX,"[0.22, 0.41, 0.14, 0.08, 0.39, 0.16, 0.24]","[1.1102230246251565e-16, 0.010000000000000009, 0.0, 0.009999999999999787, 0.0, -4.440892098500626e-16]",NA,
1018_DFA_NEU_XX,"[0.34, 0.31, 0.09, 0.47]","[0.029999999999999916, 0.030000000000000027, 0.0]",NA,
1025_MTI_NEU_XX,"[0.5, 0.65, 0.18, 0.18, 0.14, 0.6]","[0.0, 0.050000000000000044, 0.0, 0.0, 0.0]",NA,
1004_ITH_NEU_XX,"[0.15, 0.37, 0.13, 0.35, 0.1, 0.47, 0.7]","[0.0, 0.010000000000000009, 0.010000000000000009, 0.02000000000000024, -2.220446049250313e-16, 4.440892098500626e-16]",NA,
1031_DFA_NEU_XX,"[0.37, 0.35, 0.06, 0.45]","[0.0, 2.220446049250313e-16, -2.220446049250313e-16]",NA,
1014_ITS_NEU_XX,"[0.13, 0.33, 0.15, 0.31, 0.24, 0.59]","[0.0, 0.0, 2.220446049250313e-16, -2.220446049250313e-16, 0.0]",NA,
